,Name,Genre,Year,reviews,min_rating,avr_rating,max_rating
2036,Blank Check ,Children's|Comedy,1994,96.0,1.0,2.21875,5.0
2037,Candleshoe ,Adventure|Children's|Comedy,1977,54.0,1.0,3.537037037037037,5.0
2038,"Cat from Outer Space, The ",Children's|Comedy|Sci-Fi,1978,198.0,1.0,2.904040404040404,5.0
2039,Cheetah ,Adventure|Children's,1989,1.0,1.0,1.0,1.0
2040,"Computer Wore Tennis Shoes, The ",Children's|Comedy,1970,128.0,1.0,2.9453125,5.0
2041,Condorman ,Action|Adventure|Children's|Comedy,1981,145.0,1.0,2.668965517241379,5.0
2042,D2: The Mighty Ducks ,Children's|Comedy,1994,193.0,1.0,2.6321243523316062,5.0
2043,Darby O'Gill and the Little People ,Adventure|Children's|Fantasy,1959,158.0,1.0,3.2721518987341773,5.0
2044,"Devil and Max Devlin, The ",Comedy,1981,52.0,1.0,2.5384615384615383,5.0
2045,"Far Off Place, A ",Adventure|Children's|Drama|Romance,1993,55.0,1.0,3.4545454545454546,5.0
2046,Flight of the Navigator ,Adventure|Children's|Sci-Fi,1986,536.0,1.0,3.466417910447761,5.0
2047,"Gnome-Mobile, The ",Children's,1967,22.0,1.0,3.1818181818181817,5.0
2048,"Great Mouse Detective, The ",Animation|Children's,1986,131.0,1.0,3.49618320610687,5.0
2049,"Happiest Millionaire, The ",Comedy|Musical,1967,37.0,1.0,3.324324324324324,5.0
2050,Herbie Goes Bananas ,Adventure|Children's|Comedy,1980,104.0,1.0,2.5384615384615383,5.0
2051,Herbie Goes to Monte Carlo ,Adventure|Children's|Comedy,1977,101.0,1.0,2.5544554455445545,5.0
2052,Hocus Pocus ,Children's|Comedy,1993,183.0,1.0,2.8688524590163933,5.0
2053,"Honey, I Blew Up the Kid ",Children's|Comedy|Sci-Fi,1992,381.0,1.0,2.257217847769029,5.0
2054,"Honey, I Shrunk the Kids ",Adventure|Children's|Comedy|Fantasy|Sci-Fi,1989,1045.0,1.0,2.9330143540669855,5.0
2055,Hot Lead and Cold Feet ,Comedy|Western,1978,42.0,1.0,2.8333333333333335,5.0
2056,In Search of the Castaways ,Adventure|Children's,1962,18.0,1.0,3.5,5.0
2057,"Incredible Journey, The ",Adventure|Children's,1963,91.0,1.0,3.340659340659341,5.0
2058,"Negotiator, The ",Action|Thriller,1998,799.0,1.0,3.6082603254067585,5.0
2059,"Parent Trap, The ",Children's|Drama,1998,268.0,1.0,3.283582089552239,5.0
2060,BASEketball ,Comedy,1998,183.0,1.0,2.9945355191256833,5.0
2061,Full Tilt Boogie ,Documentary,1997,7.0,2.0,3.5714285714285716,5.0
2062,"Governess, The ",Drama|Romance,1998,70.0,1.0,3.2,5.0
2063,Seventh Heaven (Le Septiиme ciel) ,Drama|Romance,1997,8.0,1.0,2.5,5.0
2064,Roger & Me ,Comedy|Documentary,1989,798.0,1.0,4.0739348370927315,5.0
2065,"Purple Rose of Cairo, The ",Comedy|Drama|Romance,1985,479.0,1.0,3.5991649269311066,5.0
2066,Out of the Past ,Film-Noir,1947,106.0,1.0,4.150943396226415,5.0
2067,Doctor Zhivago ,Drama|Romance|War,1965,564.0,1.0,4.065602836879433,5.0
2068,Fanny and Alexander ,Drama,1982,128.0,1.0,3.8828125,5.0
2069,"Trip to Bountiful, The ",Drama,1985,140.0,1.0,3.7857142857142856,5.0
2070,Tender Mercies ,Drama,1983,264.0,1.0,3.9053030303030303,5.0
2071,And the Band Played On ,Drama,1993,171.0,1.0,3.9298245614035086,5.0
2072,"'burbs, The ",Comedy,1989,303.0,1.0,2.910891089108911,5.0
2073,Fandango ,Comedy,1985,66.0,1.0,3.6666666666666665,5.0
2074,"Night Porter, The (Il Portiere di notte) ",Drama,1974,21.0,2.0,3.5238095238095237,5.0
2075,Mephisto ,Drama|War,1981,81.0,1.0,3.740740740740741,5.0
2076,Blue Velvet ,Drama|Mystery,1986,654.0,1.0,3.7629969418960245,5.0
2077,"Journey of Natty Gann, The ",Adventure|Children's,1985,154.0,1.0,3.4935064935064934,5.0
2078,"Jungle Book, The ",Animation|Children's|Comedy|Musical,1967,664.0,1.0,3.816265060240964,5.0
2079,Kidnapped ,Children's|Drama,1960,14.0,3.0,3.5714285714285716,4.0
2080,Lady and the Tramp ,Animation|Children's|Comedy|Musical|Romance,1955,864.0,1.0,3.8043981481481484,5.0
2081,"Little Mermaid, The ",Animation|Children's|Comedy|Musical|Romance,1989,1035.0,1.0,3.756521739130435,5.0
2082,"Mighty Ducks, The ",Children's|Comedy,1992,361.0,1.0,2.886426592797784,5.0
2083,"Muppet Christmas Carol, The ",Children's|Musical,1992,262.0,1.0,3.6068702290076335,5.0
2084,Newsies ,Children's|Musical,1992,93.0,1.0,3.129032258064516,5.0
2085,101 Dalmatians ,Animation|Children's,1961,565.0,1.0,3.5964601769911506,5.0
2086,One Magic Christmas ,Drama|Fantasy,1985,29.0,1.0,3.5517241379310347,5.0
2087,Peter Pan ,Animation|Children's|Fantasy|Musical,1953,594.0,1.0,3.65993265993266,5.0
2088,Popeye ,Adventure|Comedy|Musical,1980,471.0,1.0,2.59447983014862,5.0
2089,"Rescuers Down Under, The ",Animation|Children's,1990,239.0,1.0,3.196652719665272,5.0
2090,"Rescuers, The ",Animation|Children's,1977,249.0,1.0,3.4738955823293174,5.0
2091,Return from Witch Mountain ,Children's|Sci-Fi,1978,186.0,1.0,2.849462365591398,5.0
2092,"Return of Jafar, The ",Animation|Children's|Musical,1993,163.0,1.0,2.4355828220858897,5.0
2093,Return to Oz ,Adventure|Children's|Fantasy|Sci-Fi,1985,276.0,1.0,2.851449275362319,5.0
2094,"Rocketeer, The ",Action|Adventure|Sci-Fi,1991,736.0,1.0,3.108695652173913,5.0
2095,"Shaggy D.A., The ",Children's|Comedy,1976,113.0,1.0,2.9734513274336285,5.0
2096,Sleeping Beauty ,Animation|Children's|Musical,1959,511.0,1.0,3.710371819960861,5.0
2097,Something Wicked This Way Comes ,Children's|Horror,1983,213.0,1.0,3.488262910798122,5.0
2098,Son of Flubber ,Children's|Comedy,1963,76.0,1.0,3.1447368421052633,5.0
2099,Song of the South ,Adventure|Animation|Children's|Musical,1946,221.0,1.0,3.6018099547511313,5.0
2100,Splash ,Comedy|Fantasy|Romance,1984,1163.0,1.0,3.4307824591573515,5.0
2101,Squanto: A Warrior's Tale ,Adventure|Drama,1994,15.0,2.0,3.533333333333333,5.0
2102,Steamboat Willie ,Animation|Children's|Comedy|Musical,1940,197.0,1.0,3.3857868020304567,5.0
2103,Tall Tale ,Adventure|Children's,1994,37.0,1.0,3.081081081081081,5.0
2104,Tex ,Drama,1982,53.0,1.0,3.339622641509434,5.0
2105,Tron ,Action|Adventure|Fantasy|Sci-Fi,1982,970.0,1.0,3.3556701030927836,5.0
2106,Swing Kids ,Drama|War,1993,185.0,1.0,3.2972972972972974,5.0
2107,Halloween: H20 ,Horror|Thriller,1998,199.0,1.0,2.6884422110552766,5.0
2108,L.A. Story ,Comedy|Romance,1991,825.0,1.0,3.7066666666666666,5.0
2109,"Jerk, The ",Comedy,1979,573.0,1.0,3.743455497382199,5.0
2110,Dead Men Don't Wear Plaid ,Comedy|Crime|Thriller,1982,367.0,1.0,3.2643051771117166,5.0
2111,"Man with Two Brains, The ",Comedy,1983,312.0,1.0,3.2275641025641026,5.0
2112,Grand Canyon ,Crime|Drama,1991,346.0,1.0,3.4884393063583814,5.0
2113,Graveyard Shift ,Horror|Thriller,1990,79.0,1.0,2.151898734177215,5.0
2114,"Outsiders, The ",Drama,1983,256.0,1.0,3.6875,5.0
2115,Indiana Jones and the Temple of Doom ,Action|Adventure,1984,1127.0,1.0,3.676131322094055,5.0
2116,"Lord of the Rings, The ",Adventure|Animation|Children's|Sci-Fi,1978,438.0,1.0,3.3333333333333335,5.0
2117,Nineteen Eighty-Four ,Drama|Sci-Fi,1984,278.0,1.0,3.7194244604316546,5.0
2118,"Dead Zone, The ",Horror|Thriller,1983,363.0,1.0,3.7024793388429753,5.0
2119,Maximum Overdrive ,Horror,1986,147.0,1.0,2.272108843537415,5.0
2120,Needful Things ,Drama|Horror,1993,242.0,1.0,2.9421487603305785,5.0
2121,Cujo ,Horror|Thriller,1983,245.0,1.0,2.730612244897959,5.0
2122,Children of the Corn ,Horror|Thriller,1984,233.0,1.0,2.4463519313304722,5.0
2123,All Dogs Go to Heaven ,Animation|Children's,1989,215.0,1.0,2.869767441860465,5.0
2124,"Addams Family, The ",Comedy,1991,714.0,1.0,3.169467787114846,5.0
2125,Ever After: A Cinderella Story ,Drama|Romance,1998,416.0,1.0,3.7139423076923075,5.0
2126,Snake Eyes ,Action|Crime|Mystery|Thriller,1998,495.0,1.0,2.7454545454545456,5.0
2127,"First Love, Last Rites ",Drama|Romance,1997,4.0,2.0,3.5,5.0
2128,Safe Men ,Comedy,1998,25.0,1.0,3.32,5.0
2129,"Saltmen of Tibet, The ",Documentary,1997,8.0,1.0,3.75,5.0
2130,Atlantic City ,Crime|Drama|Romance,1980,304.0,1.0,3.8322368421052633,5.0
2131,Autumn Sonata (Hцstsonaten ) ,Drama,1978,30.0,1.0,3.7333333333333334,5.0
2132,Who's Afraid of Virginia Woolf? ,Drama,1966,297.0,1.0,4.074074074074074,5.0
2133,Adventures in Babysitting ,Adventure|Comedy,1987,541.0,1.0,3.2754158964879854,5.0
2134,Weird Science ,Comedy,1985,510.0,1.0,3.4235294117647057,5.0
2135,Doctor Dolittle ,Adventure|Musical,1967,238.0,1.0,3.2016806722689077,5.0
2136,"Nutty Professor, The ",Comedy,1963,222.0,1.0,3.1486486486486487,5.0
2137,Charlotte's Web ,Animation|Children's,1973,497.0,1.0,3.8229376257545273,5.0
2138,Watership Down ,Animation|Children's|Drama|Fantasy,1978,305.0,1.0,3.8426229508196723,5.0
2139,"Secret of NIMH, The ",Animation|Children's,1982,369.0,1.0,3.850948509485095,5.0
2140,"Dark Crystal, The ",Children's|Fantasy|Sci-Fi,1982,710.0,1.0,3.652112676056338,5.0
2141,"American Tail, An ",Animation|Children's|Comedy,1986,404.0,1.0,3.4282178217821784,5.0
2142,"American Tail: Fievel Goes West, An ",Animation|Children's|Comedy,1991,201.0,1.0,2.8308457711442787,5.0
2143,Legend ,Adventure|Fantasy|Romance,1985,355.0,1.0,3.2704225352112677,5.0
2144,Sixteen Candles ,Comedy,1984,719.0,1.0,3.710709318497914,5.0
2145,Pretty in Pink ,Comedy|Drama|Romance,1986,693.0,1.0,3.3665223665223665,5.0
2146,St. Elmo's Fire ,Drama|Romance,1985,352.0,1.0,3.1107954545454546,5.0
2147,"Clan of the Cave Bear, The ",Drama,1986,231.0,1.0,2.54978354978355,5.0
2148,House ,Comedy|Horror,1986,166.0,1.0,2.8855421686746987,5.0
2149,House II: The Second Story ,Comedy|Horror,1987,103.0,1.0,2.2524271844660193,5.0
2150,"Gods Must Be Crazy, The ",Comedy,1980,695.0,1.0,3.726618705035971,5.0
2151,"Gods Must Be Crazy II, The ",Comedy,1989,128.0,1.0,3.171875,5.0
2152,Air Bud: Golden Receiver ,Children's|Comedy,1998,69.0,1.0,2.1159420289855073,5.0
2153,"Avengers, The ",Action|Adventure,1998,288.0,1.0,1.9965277777777777,5.0
2154,How Stella Got Her Groove Back ,Drama|Romance,1998,140.0,1.0,2.7857142857142856,5.0
2155,"Slums of Beverly Hills, The ",Comedy,1998,267.0,1.0,3.3146067415730336,5.0
2156,"Best Man, The (Il Testimone dello sposo) ",Comedy|Drama,1997,9.0,1.0,3.7777777777777777,5.0
2157,"Chambermaid on the Titanic, The ",Romance,1998,20.0,1.0,3.25,5.0
2158,"Henry: Portrait of a Serial Killer, Part 2 ",Crime|Horror,1996,20.0,1.0,2.6,5.0
2159,Henry: Portrait of a Serial Killer ,Crime|Horror,1990,219.0,1.0,3.4794520547945207,5.0
2160,Rosemary's Baby ,Horror|Thriller,1968,712.0,1.0,3.818820224719101,5.0
2161,"NeverEnding Story, The ",Adventure|Children's|Fantasy,1984,699.0,1.0,3.6051502145922747,5.0
2162,"NeverEnding Story II: The Next Chapter, The ",Adventure|Children's|Fantasy,1990,177.0,1.0,2.4124293785310735,5.0
2163,Attack of the Killer Tomatoes! ,Comedy|Horror,1980,206.0,1.0,2.6067961165048543,5.0
2164,Surf Nazis Must Die ,Drama,1987,20.0,1.0,2.05,5.0
2165,Your Friends and Neighbors ,Drama,1998,109.0,1.0,3.376146788990826,5.0
2166,Return to Paradise ,Drama|Romance,1998,144.0,1.0,3.5208333333333335,5.0
2167,Blade ,Action|Adventure|Horror,1998,809.0,1.0,3.477132262051916,5.0
2168,Dance with Me ,Drama|Romance,1998,79.0,1.0,3.0759493670886076,5.0
2169,Dead Man on Campus ,Comedy,1998,130.0,1.0,2.6769230769230767,5.0
2170,Wrongfully Accused ,Action|Comedy,1998,123.0,1.0,2.5528455284552845,5.0
2171,"Next Stop, Wonderland ",Comedy|Drama|Romance,1998,196.0,1.0,3.688775510204082,5.0
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) ",Comedy,1998,4.0,3.0,3.25,4.0
2173,"Navigator: A Mediaeval Odyssey, The ",Adventure|Fantasy|Sci-Fi,1988,110.0,1.0,3.5636363636363635,5.0
2174,Beetlejuice ,Comedy|Fantasy,1988,1495.0,1.0,3.5678929765886287,5.0
2175,Dйjа Vu ,Drama|Romance,1997,18.0,1.0,3.8333333333333335,5.0
2176,Rope ,Thriller,1948,191.0,1.0,3.8952879581151834,5.0
2177,Family Plot ,Comedy|Thriller,1976,83.0,1.0,3.216867469879518,5.0
2178,Frenzy ,Thriller,1972,95.0,1.0,3.663157894736842,5.0
2179,Topaz ,Thriller,1969,39.0,1.0,3.1538461538461537,5.0
2180,Torn Curtain ,Thriller,1966,58.0,1.0,3.3275862068965516,5.0
2181,Marnie ,Thriller,1964,118.0,1.0,3.5677966101694913,5.0
2182,"Wrong Man, The ",Drama|Film-Noir|Thriller,1956,98.0,1.0,3.5816326530612246,5.0
2183,"Man Who Knew Too Much, The ",Thriller,1956,179.0,1.0,3.9329608938547485,5.0
2184,"Trouble with Harry, The ",Mystery|Thriller,1955,147.0,1.0,3.598639455782313,5.0
2185,I Confess ,Thriller,1953,17.0,2.0,3.588235294117647,5.0
2186,Strangers on a Train ,Film-Noir|Thriller,1951,482.0,1.0,4.304979253112033,5.0
2187,Stage Fright ,Mystery|Thriller,1950,26.0,2.0,3.576923076923077,5.0
2188,54 ,Drama,1998,259.0,1.0,2.7644787644787643,5.0
2189,I Married A Strange Person ,Animation,1997,21.0,2.0,3.7142857142857144,5.0
2190,Why Do Fools Fall In Love? ,Drama,1998,52.0,1.0,2.8461538461538463,5.0
2191,"Merry War, A ",Comedy,1997,10.0,1.0,2.8,4.0
2192,See the Sea (Regarde la mer) ,Drama,1997,7.0,1.0,3.2857142857142856,5.0
2193,Willow ,Action|Adventure|Fantasy,1988,802.0,1.0,3.4962593516209477,5.0
2194,"Untouchables, The ",Action|Crime|Drama,1987,1127.0,1.0,4.007985803016859,5.0
2195,Dirty Work ,Comedy,1998,135.0,1.0,3.0074074074074075,5.0
2196,Knock Off ,Action,1998,27.0,1.0,2.4444444444444446,5.0
2197,Firelight ,Drama,1997,11.0,2.0,4.181818181818182,5.0
2198,Modulations ,Documentary,1998,2.0,3.0,4.0,5.0
2199,Phoenix ,Crime|Drama,1998,0.0,,,
2200,Under Capricorn ,Drama,1949,8.0,2.0,2.5,3.0
2201,"Paradine Case, The ",Drama,1947,20.0,2.0,3.4,5.0
2202,Lifeboat ,Drama|Thriller|War,1944,213.0,1.0,3.943661971830986,5.0
2203,Shadow of a Doubt ,Film-Noir|Thriller,1943,233.0,1.0,4.2703862660944205,5.0
2204,Saboteur ,Thriller,1942,89.0,1.0,3.8202247191011236,5.0
2205,Mr. & Mrs. Smith ,Comedy,1941,33.0,1.0,3.515151515151515,5.0
2206,Suspicion ,Mystery|Thriller,1941,167.0,1.0,4.0119760479041915,5.0
2207,Jamaica Inn ,Drama,1939,8.0,1.0,2.875,4.0
2208,"Lady Vanishes, The ",Comedy|Mystery|Romance|Thriller,1938,199.0,1.0,4.185929648241206,5.0
2209,Young and Innocent ,Crime|Thriller,1937,10.0,1.0,3.3,5.0
2210,Sabotage ,Thriller,1936,54.0,1.0,3.7037037037037037,5.0
2211,Secret Agent ,Thriller,1936,19.0,1.0,3.526315789473684,5.0
2212,"Man Who Knew Too Much, The ",Thriller,1934,128.0,1.0,3.8359375,5.0
2213,Waltzes from Vienna ,Comedy|Musical,1933,1.0,1.0,1.0,1.0
2214,Number Seventeen ,Thriller,1932,1.0,3.0,3.0,3.0
2215,Rich and Strange ,Comedy|Romance,1932,12.0,2.0,3.5,5.0
2216,"Skin Game, The ",Drama,1931,0.0,,,
2217,Elstree Calling ,Comedy|Musical,1930,1.0,1.0,1.0,1.0
2218,Juno and Paycock ,Drama,1930,1.0,2.0,2.0,2.0
2219,Murder! ,Mystery|Thriller,1930,10.0,1.0,3.4,5.0
2220,"Manxman, The ",Drama,1929,0.0,,,
2221,Blackmail ,Thriller,1929,11.0,1.0,3.090909090909091,5.0
2222,Champagne ,Comedy,1928,0.0,,,
2223,"Farmer's Wife, The ",Comedy,1928,3.0,3.0,3.3333333333333335,4.0
2224,Downhill ,Drama,1927,0.0,,,
2225,Easy Virtue ,Drama,1927,0.0,,,
2226,"Ring, The ",Drama,1927,1.0,3.0,3.0,3.0
2227,"Lodger, The ",Thriller,1926,21.0,1.0,3.5238095238095237,5.0
2228,"Mountain Eagle, The ",Drama,1926,0.0,,,
2229,"Pleasure Garden, The ",Drama,1925,0.0,,,
2230,Always Tell Your Wife ,Comedy,1923,0.0,,,
2231,Rounders ,Crime|Drama,1998,345.0,1.0,3.608695652173913,5.0
2232,Cube ,Sci-Fi|Thriller,1997,233.0,1.0,3.467811158798283,5.0
2233,Digging to China ,Drama,1998,5.0,1.0,1.6,2.0
2234,Let's Talk About Sex ,Drama,1998,8.0,1.0,1.875,3.0
2235,One Man's Hero ,Drama|War,1999,1.0,2.0,2.0,2.0
2236,Simon Birch ,Drama,1998,202.0,1.0,3.608910891089109,5.0
2237,Without Limits ,Drama,1998,44.0,2.0,3.590909090909091,5.0
2238,Seven Beauties (Pasqualino Settebellezze) ,Comedy|Drama,1976,77.0,1.0,3.831168831168831,5.0
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) ,Comedy|Drama,1975,97.0,1.0,3.7422680412371134,5.0
2240,My Bodyguard ,Drama,1980,238.0,1.0,3.508403361344538,5.0
2241,Class ,Comedy,1983,129.0,1.0,2.7751937984496124,5.0
2242,"Grandview, U.S.A. ",Drama,1984,6.0,1.0,2.5,4.0
2243,Broadcast News ,Comedy|Drama|Romance,1987,789.0,1.0,3.747782002534854,5.0
2244,"Allnighter, The ",Comedy|Romance,1987,7.0,1.0,1.8571428571428572,4.0
2245,Working Girl ,Comedy|Drama,1988,514.0,1.0,3.414396887159533,5.0
2246,Stars and Bars ,Comedy,1988,14.0,1.0,2.7142857142857144,4.0
2247,Married to the Mob ,Comedy,1988,365.0,1.0,3.0931506849315067,5.0
2248,Say Anything... ,Comedy|Drama|Romance,1989,914.0,1.0,4.017505470459518,5.0
2249,My Blue Heaven ,Comedy,1990,239.0,1.0,3.192468619246862,5.0
2250,Men Don't Leave ,Drama,1990,62.0,1.0,3.1451612903225805,5.0
2251,"Cabinet of Dr. Ramirez, The ",Comedy,1991,2.0,3.0,3.5,4.0
2252,Hero ,Comedy|Drama,1992,186.0,1.0,3.0161290322580645,5.0
2253,Toys ,Action|Comedy|Fantasy,1992,440.0,1.0,2.5636363636363635,5.0
2254,Choices ,Drama,1981,1.0,2.0,2.0,2.0
2255,Young Doctors in Love ,Comedy,1982,79.0,1.0,2.607594936708861,5.0
2256,Parasite ,Horror|Sci-Fi,1982,24.0,1.0,2.375,4.0
2257,No Small Affair ,Comedy|Romance,1984,17.0,1.0,2.9411764705882355,5.0
2258,Master Ninja I ,Action,1984,2.0,2.0,3.0,4.0
2259,Blame It on Rio ,Comedy|Romance,1984,201.0,1.0,2.716417910447761,5.0
2260,Wisdom ,Action|Crime,1986,49.0,1.0,2.795918367346939,5.0
2261,One Crazy Summer ,Comedy,1986,161.0,1.0,3.329192546583851,5.0
2262,About Last Night... ,Comedy|Drama|Romance,1986,326.0,1.0,3.1564417177914113,5.0
2263,"Seventh Sign, The ",Thriller,1988,175.0,1.0,3.1028571428571428,5.0
2264,We're No Angels ,Drama,1989,83.0,1.0,2.5903614457831323,5.0
2265,Nothing But Trouble ,Adventure|Comedy,1991,83.0,1.0,2.0,5.0
2266,"Butcher's Wife, The ",Comedy|Romance,1991,195.0,1.0,2.871794871794872,5.0
2267,Mortal Thoughts ,Mystery|Thriller,1991,74.0,1.0,2.945945945945946,5.0
2268,"Few Good Men, A ",Crime|Drama,1992,1061.0,1.0,3.93119698397738,5.0
2269,Indecent Proposal ,Drama,1993,217.0,1.0,2.737327188940092,5.0
2270,"Century of Cinema, A ",Documentary,1994,0.0,,,
2271,Permanent Midnight ,Drama,1998,76.0,1.0,3.289473684210526,5.0
2272,One True Thing ,Drama,1998,112.0,1.0,3.455357142857143,5.0
2273,Rush Hour ,Action|Thriller,1998,627.0,1.0,3.5661881977671452,5.0
2274,Lilian's Story ,Drama,1995,0.0,,,
2275,Six-String Samurai ,Action|Adventure|Sci-Fi,1998,71.0,1.0,3.3661971830985915,5.0
2276,"Soldier's Daughter Never Cries, A ",Drama,1998,70.0,1.0,3.7142857142857144,5.0
2277,Somewhere in the City ,Drama,1997,1.0,2.0,2.0,2.0
2278,Ronin ,Action|Crime|Thriller,1998,806.0,1.0,3.5272952853598016,5.0
2279,Urban Legend ,Horror|Thriller,1998,226.0,1.0,2.7168141592920354,5.0
2280,Clay Pigeons ,Crime,1998,125.0,1.0,3.432,5.0
2281,Monument Ave. ,Crime,1998,11.0,2.0,3.4545454545454546,5.0
2282,Pecker ,Comedy|Drama,1998,316.0,1.0,3.518987341772152,5.0
2283,"Sheltering Sky, The ",Drama,1990,61.0,1.0,2.918032786885246,5.0
2284,Bandit Queen ,Drama,1994,43.0,1.0,3.7906976744186047,5.0
2285,If.... ,Drama,1968,54.0,1.0,3.888888888888889,5.0
2286,"Fiendish Plot of Dr. Fu Manchu, The ",Comedy,1980,43.0,1.0,2.511627906976744,5.0
2287,Them! ,Sci-Fi|Thriller|War,1954,280.0,1.0,3.4392857142857145,5.0
2288,"Thing, The ",Action|Horror|Sci-Fi|Thriller,1982,741.0,1.0,3.785425101214575,5.0
2289,"Player, The ",Comedy|Drama,1992,978.0,1.0,3.96319018404908,5.0
2290,Stardust Memories ,Comedy|Drama,1980,121.0,1.0,3.28099173553719,5.0
2291,Edward Scissorhands ,Drama|Romance,1990,1473.0,1.0,3.5926680244399187,5.0
2292,Overnight Delivery ,Romance,1996,20.0,1.0,2.5,4.0
2293,Shadrach ,Drama,1998,25.0,1.0,3.24,5.0
2294,Antz ,Animation|Children's,1998,645.0,1.0,3.483720930232558,5.0
2295,"Impostors, The ",Comedy,1998,74.0,2.0,3.810810810810811,5.0
2296,"Night at the Roxbury, A ",Comedy,1998,144.0,1.0,2.3819444444444446,5.0
2297,What Dreams May Come ,Drama|Romance,1998,355.0,1.0,3.1070422535211266,5.0
2298,Strangeland ,Thriller,1998,15.0,1.0,1.8666666666666667,3.0
2299,"Battle of the Sexes, The ",Comedy,1959,4.0,3.0,3.75,4.0
2300,"Producers, The ",Comedy|Musical,1968,658.0,1.0,4.144376899696049,5.0
2301,History of the World: Part I ,Comedy,1981,371.0,1.0,3.5902964959568733,5.0
2302,My Cousin Vinny ,Comedy,1992,1086.0,1.0,3.7845303867403315,5.0
2303,Nashville ,Drama|Musical,1975,325.0,1.0,3.92,5.0
2304,Love Is the Devil ,Drama,1998,7.0,2.0,3.5714285714285716,5.0
2305,Slam ,Drama,1998,25.0,1.0,3.48,5.0
2306,Holy Man ,Comedy,1998,90.0,1.0,2.488888888888889,5.0
2307,One Tough Cop ,Action|Drama,1998,38.0,1.0,2.6315789473684212,5.0
2308,Detroit 9000 ,Action|Crime,1973,1.0,2.0,2.0,2.0
2309,"Inheritors, The (Die Siebtelbauern) ",Drama,1998,2.0,4.0,4.5,5.0
2310,"Mighty, The ",Drama,1998,134.0,1.0,3.798507462686567,5.0
2311,2010 ,Mystery|Sci-Fi,1984,470.0,1.0,3.4170212765957446,5.0
2312,Children of a Lesser God ,Drama,1986,331.0,1.0,3.8277945619335347,5.0
2313,"Elephant Man, The ",Drama,1980,457.0,1.0,4.013129102844639,5.0
2314,Beloved ,Drama,1998,104.0,1.0,3.1346153846153846,5.0
2315,Bride of Chucky ,Horror|Thriller,1998,147.0,1.0,2.36734693877551,5.0
2316,Practical Magic ,Drama|Romance,1998,236.0,1.0,2.983050847457627,5.0
2317,"Alarmist, The ",Comedy,1997,8.0,1.0,2.625,4.0
2318,Happiness ,Comedy,1998,320.0,1.0,3.903125,5.0
2319,Reach the Rock ,Comedy,1997,0.0,,,
2320,Apt Pupil ,Drama|Thriller,1998,187.0,1.0,3.106951871657754,5.0
2321,Pleasantville ,Comedy,1998,1158.0,1.0,3.6968911917098444,5.0
2322,Soldier ,Action|Adventure|Sci-Fi|Thriller|War,1998,290.0,1.0,2.9310344827586206,5.0
2323,"Cruise, The ",Documentary,1998,35.0,1.0,3.942857142857143,5.0
2324,Life Is Beautiful (La Vita и bella) ,Comedy|Drama,1997,1152.0,1.0,4.329861111111111,5.0
2325,Orgazmo ,Comedy,1997,119.0,1.0,3.134453781512605,5.0
2326,Shattered Image ,Drama|Thriller,1998,12.0,1.0,3.0,5.0
2327,Tales from the Darkside: The Movie ,Horror,1990,100.0,1.0,2.85,5.0
2328,Vampires ,Horror,1998,173.0,1.0,2.8497109826589595,5.0
2329,American History X ,Drama,1998,640.0,1.0,4.2265625,5.0
2330,Hands on a Hard Body ,Documentary,1996,92.0,1.0,4.163043478260869,5.0
2331,Living Out Loud ,Comedy|Romance,1998,179.0,1.0,3.223463687150838,5.0
2332,Belly ,Crime|Drama,1998,8.0,1.0,3.25,5.0
2333,Gods and Monsters ,Drama,1998,578.0,1.0,3.8131487889273354,5.0
2334,"Siege, The ",Action|Thriller,1998,386.0,1.0,3.1243523316062176,5.0
2335,"Waterboy, The ",Comedy,1998,420.0,1.0,2.926190476190476,5.0
2336,Elizabeth ,Drama,1998,938.0,1.0,4.029850746268656,5.0
2337,Velvet Goldmine ,Drama,1998,126.0,1.0,3.2063492063492065,5.0
2338,I Still Know What You Did Last Summer ,Horror|Mystery|Thriller,1998,295.0,1.0,2.2033898305084745,5.0
2339,I'll Be Home For Christmas ,Comedy|Romance,1998,27.0,1.0,2.925925925925926,4.0
2340,Meet Joe Black ,Romance,1998,344.0,1.0,3.252906976744186,5.0
2341,Dancing at Lughnasa ,Drama,1998,44.0,1.0,3.272727272727273,5.0
2342,Hard Core Logo ,Comedy,1996,11.0,1.0,3.727272727272727,5.0
2343,"Naked Man, The ",Drama,1998,2.0,2.0,2.0,2.0
2344,Runaway Train ,Action|Adventure|Drama|Thriller,1985,201.0,1.0,3.4228855721393034,5.0
2345,Desert Bloom ,Drama,1986,43.0,2.0,3.372093023255814,5.0
2346,"Stepford Wives, The ",Sci-Fi|Thriller,1975,300.0,1.0,3.3066666666666666,5.0
2347,"Pope of Greenwich Village, The ",Action,1984,95.0,1.0,3.736842105263158,5.0
2348,Sid and Nancy ,Drama,1986,304.0,1.0,3.5526315789473686,5.0
2349,Mona Lisa ,Comedy|Thriller,1986,167.0,1.0,3.6107784431137726,5.0
2350,Heart Condition ,Comedy,1990,19.0,1.0,2.789473684210526,5.0
2351,Nights of Cabiria (Le Notti di Cabiria) ,Drama,1957,111.0,1.0,4.207207207207207,5.0
