ID,Gender,Age,Occupation,Zip,reviews,min_rating,avr_rating,max_rating
3489,M,18-24,college/grad student,60201,105,1,2.876190476190476,5
3490,M,25-34,other,74136,244,1,3.889344262295082,5
3491,M,25-34,self-employed,28542,727,1,3.8170563961485557,5
3492,M,35-44,executive/managerial,77005,63,1,3.9206349206349205,5
3493,M,25-34,technician/engineer,61350,163,1,3.576687116564417,5
3494,M,25-34,academic/educator,28607,35,1,3.5714285714285716,5
3495,M,18-24,college/grad student,94608,21,2,3.2857142857142856,5
3496,M,35-44,customer service,92867,25,2,3.76,5
3497,F,35-44,artist,94109,92,2,4.184782608695652,5
3498,M,25-34,technician/engineer,28052,117,1,3.7606837606837606,5
3499,M,25-34,clerical/admin,77006,437,1,3.4897025171624714,5
3500,M,35-44,executive/managerial,20650,62,1,3.7419354838709675,5
3501,F,35-44,executive/managerial,30309,197,1,4.208121827411167,5
3502,F,18-24,executive/managerial,80503,33,3,4.393939393939394,5
3503,M,18-24,college/grad student,59715,490,1,4.093877551020408,5
3504,M,18-24,executive/managerial,02215,214,1,3.5233644859813085,5
3505,F,25-34,scientist,55455,100,1,3.62,5
3506,M,18-24,programmer,80503,68,2,4.294117647058823,5
3507,M,25-34,other,02472,923,1,3.2611050920910074,5
3508,M,18-24,college/grad student,02151,36,1,3.6944444444444446,5
3509,M,18-24,college/grad student,02115,404,1,2.977722772277228,5
3510,F,18-24,college/grad student,02142,67,1,3.6865671641791047,5
3511,M,50-55,other,88004,206,1,3.878640776699029,5
3512,M,18-24,technician/engineer,02140,409,1,3.584352078239609,5
3513,M,25-34,self-employed,01890,311,1,3.4083601286173635,5
3514,M,18-24,programmer,30318,76,2,3.973684210526316,5
3515,M,35-44,clerical/admin,55042,100,2,3.86,5
3516,M,18-24,college/grad student,42101,157,1,3.305732484076433,5
3517,M,18-24,programmer,53713,122,1,3.8688524590163933,5
3518,F,18-24,executive/managerial,11215,502,1,3.7908366533864544,5
3519,F,25-34,sales/marketing,11215,666,1,3.045045045045045,5
3520,M,25-34,other,40515,289,1,3.709342560553633,5
3521,M,25-34,other,53213,387,1,3.7906976744186047,5
3522,M,18-24,other,97469,62,2,4.032258064516129,5
3523,M,35-44,executive/managerial,53404,39,2,3.8205128205128207,5
3524,F,25-34,other,83355,153,1,3.5751633986928106,5
3525,F,18-24,college/grad student,02142,90,1,3.477777777777778,5
3526,M,35-44,artist,62263-3004,962,1,2.8399168399168397,5
3527,M,25-34,other,53213,39,1,3.5641025641025643,5
3528,M,35-44,customer service,41144,112,1,2.5714285714285716,5
3529,F,45-49,academic/educator,97361,227,1,3.0352422907488985,5
3530,M,25-34,other,77058,20,2,3.75,5
3531,F,25-34,lawyer,55409,77,1,4.233766233766234,5
3532,F,35-44,sales/marketing,10028,114,1,3.8596491228070176,5
3533,M,25-34,artist,55344,92,1,3.5543478260869565,5
3534,M,35-44,technician/engineer,68506,55,1,4.072727272727272,5
3535,M,45-49,tradesman/craftsman,77630,29,2,3.9655172413793105,5
3536,M,18-24,college/grad student,57103,165,1,3.7636363636363637,5
3537,M,Under 18,K-12 student,97402,57,1,2.456140350877193,5
3538,M,35-44,other,40504,163,1,3.773006134969325,5
3539,F,25-34,college/grad student,77006,1078,1,4.038033395176252,5
3540,M,18-24,technician/engineer,57106,208,1,4.110576923076923,5
3541,M,25-34,clerical/admin,02494,35,2,4.228571428571429,5
3542,M,25-34,scientist,14803,22,1,3.1818181818181817,5
3543,M,25-34,technician/engineer,60659,104,1,3.605769230769231,5
3544,F,25-34,college/grad student,92507,29,2,4.344827586206897,5
3545,M,35-44,programmer,92507,28,1,3.4285714285714284,5
3546,M,25-34,writer,41706,410,1,3.392682926829268,5
3547,M,35-44,self-employed,94108,362,1,3.5359116022099446,5
3548,M,45-49,executive/managerial,92965,26,1,2.5384615384615383,5
3549,F,35-44,executive/managerial,60137,37,1,3.945945945945946,5
3550,M,25-34,customer service,55447,357,1,3.5126050420168067,5
3551,F,56+,other,98374,87,1,3.9310344827586206,5
3552,F,35-44,artist,02879,20,1,3.2,5
3553,M,35-44,self-employed,61600,47,1,4.085106382978723,5
3554,M,25-34,scientist,15203,33,1,3.696969696969697,5
3555,M,56+,executive/managerial,55430,129,1,3.108527131782946,5
3556,M,25-34,technician/engineer,03038,112,2,3.8660714285714284,5
3557,M,18-24,customer service,48185,392,1,3.864795918367347,5
3558,M,18-24,technician/engineer,66044,300,1,4.31,5
3559,M,18-24,college/grad student,11364,74,2,4.391891891891892,5
3560,F,25-34,doctor/health care,74105,137,2,4.45985401459854,5
3561,M,35-44,sales/marketing,63304,259,1,3.976833976833977,5
3562,F,25-34,doctor/health care,32812,683,1,3.38506588579795,5
3563,M,25-34,artist,33133,211,1,3.843601895734597,5
3564,M,25-34,lawyer,02169,152,1,3.25,5
3565,M,25-34,tradesman/craftsman,53572,140,1,3.1714285714285713,5
3566,M,45-49,other,53818,31,2,3.838709677419355,5
3567,M,25-34,sales/marketing,54915,69,1,3.9565217391304346,5
3568,M,25-34,other,98503,102,2,3.9411764705882355,5
3569,F,18-24,artist,48823,437,1,2.9016018306636155,5
3570,M,35-44,programmer,19050,22,1,3.1818181818181817,5
3571,M,18-24,college/grad student,10044,104,1,3.3653846153846154,5
3572,M,35-44,lawyer,04287,111,1,4.2342342342342345,5
3573,M,Under 18,K-12 student,48867,36,1,3.361111111111111,5
3574,F,35-44,doctor/health care,33314,179,1,3.636871508379888,5
3575,M,25-34,tradesman/craftsman,54915,38,2,3.3157894736842106,5
3576,M,50-55,executive/managerial,68046,541,1,3.325323475046211,5
3577,F,56+,other,00231,78,1,3.730769230769231,5
3578,M,50-55,clerical/admin,96714,271,1,3.3948339483394836,5
3579,M,18-24,other,32219,269,1,3.323420074349442,5
3580,F,18-24,clerical/admin,32219,72,2,4.027777777777778,5
3581,M,18-24,academic/educator,57382,34,1,3.235294117647059,5
3582,F,35-44,other,52405,97,1,3.6288659793814433,5
3583,F,25-34,homemaker,41075,30,1,4.2,5
3584,M,18-24,other,76543,67,1,3.08955223880597,5
3585,M,35-44,writer,60640,262,1,3.6946564885496183,5
3586,M,35-44,writer,60640,163,1,3.361963190184049,5
3587,M,35-44,clerical/admin,93611,43,1,4.348837209302325,5
3588,M,25-34,artist,90068,225,1,4.066666666666666,5
3589,F,45-49,other,80010,688,1,2.494186046511628,5
3590,F,18-24,scientist,02115,462,1,4.1645021645021645,5
3591,M,35-44,doctor/health care,96158,202,1,3.712871287128713,5
3592,F,56+,artist,99701,357,1,4.361344537815126,5
3593,F,25-34,homemaker,53719,64,1,3.390625,5
3594,M,Under 18,other,02322,157,1,3.445859872611465,5
3595,M,25-34,other,85024,31,2,4.0,5
3596,F,35-44,college/grad student,19104,128,2,4.6875,5
3597,M,25-34,technician/engineer,55446,76,1,3.973684210526316,5
3598,M,56+,academic/educator,90210,65,1,1.0153846153846153,2
3599,M,25-34,self-employed,97378,176,1,3.4545454545454546,5
3600,M,35-44,writer,94506,371,1,3.725067385444744,5
3601,F,35-44,clerical/admin,95405,158,2,4.1265822784810124,5
3602,M,25-34,programmer,55443,86,1,3.686046511627907,5
3603,F,35-44,executive/managerial,78704,328,1,2.8048780487804876,5
3604,F,Under 18,K-12 student,02879,27,3,4.592592592592593,5
3605,M,18-24,programmer,60640,115,1,3.9478260869565216,5
3606,F,25-34,scientist,02445,35,3,4.114285714285714,5
3607,M,35-44,technician/engineer,32506,260,1,3.4423076923076925,5
3608,F,35-44,homemaker,02879,102,2,3.7549019607843137,5
3609,F,25-34,technician/engineer,48239,145,1,3.1586206896551725,5
3610,M,18-24,doctor/health care,30064,696,1,2.3333333333333335,5
3611,M,25-34,artist,84321,205,1,4.029268292682927,5
3612,M,25-34,sales/marketing,29609,215,2,3.6651162790697676,5
3613,M,25-34,other,37205,70,2,3.857142857142857,5
3614,M,25-34,other,45458,157,1,3.2802547770700636,5
3615,M,25-34,technician/engineer,76028,174,1,3.425287356321839,5
3616,M,45-49,other,33759,21,3,3.857142857142857,5
3617,M,35-44,executive/managerial,49034,47,1,3.617021276595745,5
3618,M,56+,technician/engineer,22657,1344,1,3.0081845238095237,5
3619,M,50-55,self-employed,97116,101,1,3.6831683168316833,5
3620,M,25-34,executive/managerial,94117,431,1,2.9582366589327145,5
3621,M,18-24,college/grad student,33023,379,1,3.113456464379947,5
3622,M,18-24,academic/educator,02446,159,1,3.89937106918239,5
3623,M,35-44,lawyer,43209,22,1,3.6818181818181817,5
3624,M,25-34,programmer,60068,354,1,3.9858757062146895,5
3625,M,18-24,K-12 student,48439,202,1,3.282178217821782,5
3626,M,25-34,technician/engineer,75075,855,1,3.598830409356725,5
3627,F,35-44,academic/educator,85287,36,1,3.638888888888889,5
3628,M,25-34,executive/managerial,78731,31,1,3.5161290322580645,5
3629,F,50-55,executive/managerial,10022,62,2,4.161290322580645,5
3630,M,18-24,college/grad student,77005,181,1,3.298342541436464,5
3631,M,18-24,college/grad student,77005,40,1,3.875,5
3632,M,50-55,lawyer,33881,29,1,3.3793103448275863,5
3633,M,35-44,tradesman/craftsman,60441,20,2,4.0,5
3634,M,50-55,academic/educator,88001,23,1,3.0869565217391304,5
3635,M,50-55,academic/educator,60062,163,2,4.208588957055214,5
3636,M,25-34,other,06708,23,1,3.6956521739130435,5
3637,M,25-34,doctor/health care,94127,66,1,2.984848484848485,5
3638,M,25-34,artist,90038,125,1,3.456,5
3639,M,18-24,college/grad student,78250,86,1,2.988372093023256,5
3640,M,35-44,executive/managerial,02370,73,2,3.9452054794520546,5
3641,M,25-34,other,92008,485,1,3.6371134020618556,5
3642,F,25-34,executive/managerial,98188,21,1,2.5714285714285716,5
3643,M,25-34,technician/engineer,22302,220,1,3.4909090909090907,5
3644,F,25-34,lawyer,53711,41,2,4.024390243902439,5
3645,M,35-44,technician/engineer,97232,69,1,3.8550724637681157,5
3646,M,35-44,writer,98106,93,2,4.139784946236559,5
3647,M,25-34,executive/managerial,80202,33,2,3.787878787878788,5
3648,M,18-24,college/grad student,85210,627,1,3.017543859649123,5
3649,F,25-34,other,94115,51,3,4.254901960784314,5
3650,M,25-34,other,60611,785,1,3.5605095541401273,5
3651,M,25-34,sales/marketing,98103,251,1,3.952191235059761,5
3652,M,25-34,programmer,94608,289,1,3.4290657439446366,5
3653,M,18-24,scientist,96661,111,1,4.207207207207207,5
3654,M,25-34,technician/engineer,94901,282,1,3.3085106382978724,5
3655,F,25-34,executive/managerial,94121,32,1,3.78125,5
3656,F,45-49,customer service,34610,79,1,3.0126582278481013,5
3657,M,18-24,technician/engineer,95121,38,2,4.157894736842105,5
3658,F,25-34,executive/managerial,07090,266,1,3.981203007518797,5
3659,M,18-24,college/grad student,29649,96,1,4.21875,5
3660,M,35-44,executive/managerial,15137,58,1,3.7413793103448274,5
3661,M,35-44,programmer,08852,125,1,3.92,5
3662,M,35-44,self-employed,08753,88,1,3.034090909090909,5
3663,F,35-44,homemaker,17055,91,1,3.4505494505494507,5
3664,F,35-44,academic/educator,94043,134,1,3.029850746268657,5
3665,M,25-34,other,95903,216,1,3.8564814814814814,5
3666,M,45-49,other,68144,42,3,4.142857142857143,5
3667,F,Under 18,K-12 student,10706,55,1,3.9272727272727272,5
3668,F,45-49,executive/managerial,33324,38,1,3.973684210526316,5
3669,M,25-34,sales/marketing,60148,436,1,3.194954128440367,5
3670,M,45-49,sales/marketing,55123,68,2,3.573529411764706,5
3671,M,25-34,college/grad student,98102,104,2,4.201923076923077,5
3672,M,35-44,customer service,08406,203,1,3.3201970443349755,5
3673,M,25-34,artist,10003,212,1,3.8962264150943398,5
3674,M,25-34,writer,29205,91,1,3.7472527472527473,5
3675,M,35-44,executive/managerial,06680,849,1,3.487632508833922,5
3676,F,35-44,programmer,48109,101,1,3.633663366336634,5
3677,F,25-34,programmer,06906,141,1,3.950354609929078,5
3678,M,25-34,other,06880,139,1,3.2014388489208634,5
3679,M,25-34,college/grad student,68108,384,1,3.5625,5
3680,F,25-34,academic/educator,94939,56,1,3.892857142857143,5
3681,M,25-34,executive/managerial,29662,668,1,3.874251497005988,5
3682,F,50-55,academic/educator,10706,91,2,4.461538461538462,5
3683,M,25-34,artist,30606,589,1,3.095076400679117,5
3684,M,25-34,technician/engineer,83713,139,1,4.280575539568345,5
3685,M,25-34,customer service,55100,307,1,4.068403908794788,5
3686,M,25-34,executive/managerial,48070,75,1,4.4,5
3687,F,50-55,academic/educator,62221,191,1,3.0785340314136125,5
3688,M,18-24,doctor/health care,21202,304,1,4.457236842105263,5
3689,M,25-34,other,80906,226,1,2.9557522123893807,5
3690,M,18-24,other,63116,401,1,2.9301745635910224,5
3691,M,25-34,executive/managerial,21030,302,1,3.665562913907285,5
3692,M,35-44,technician/engineer,89147,71,1,3.9859154929577465,5
3693,M,25-34,scientist,94062,596,1,3.453020134228188,5
3694,M,25-34,programmer,28227,53,2,3.9622641509433962,5
3695,M,25-34,artist,98502,302,1,3.9900662251655628,5
3696,M,35-44,executive/managerial,19149,150,1,3.94,5
3697,M,25-34,scientist,68516,136,1,4.029411764705882,5
3698,M,25-34,executive/managerial,53202,115,1,3.0,5
3699,F,56+,clerical/admin,30127,61,3,4.60655737704918,5
3700,M,25-34,sales/marketing,10021,66,1,3.9696969696969697,5
3701,M,35-44,academic/educator,92614,84,1,3.75,5
3702,M,35-44,scientist,53095,47,2,3.7872340425531914,5
3703,M,18-24,programmer,97402,50,1,3.3,5
3704,F,35-44,other,04255,219,1,4.442922374429224,5
3705,M,45-49,executive/managerial,30076,792,1,3.7045454545454546,5
3706,M,25-34,programmer,46725,78,1,4.115384615384615,5
3707,F,18-24,other,34744,51,2,3.823529411764706,5
3708,M,56+,executive/managerial,30097,35,2,3.857142857142857,5
3709,M,25-34,programmer,89502,331,1,3.2658610271903323,5
3710,M,Under 18,K-12 student,02818,69,1,3.8260869565217392,5
3711,M,35-44,other,32506,88,1,4.193181818181818,5
3712,M,25-34,technician/engineer,60042,140,2,3.5785714285714287,5
3713,F,25-34,executive/managerial,22201,408,1,3.7450980392156863,5
3714,M,25-34,technician/engineer,92111,40,1,3.1,5
3715,M,18-24,customer service,55428,316,1,3.7531645569620253,5
3716,M,18-24,programmer,36115,392,1,3.5714285714285716,5
3717,M,35-44,technician/engineer,94533,299,1,3.769230769230769,5
3718,M,50-55,technician/engineer,07728,269,1,3.6282527881040894,5
3719,M,25-34,academic/educator,39759,36,1,3.8055555555555554,5
3720,M,45-49,executive/managerial,43065,207,1,3.4589371980676327,5
3721,M,25-34,scientist,94065,129,1,3.705426356589147,5
3722,M,25-34,tradesman/craftsman,80538,31,2,3.967741935483871,5
3723,M,25-34,sales/marketing,53048,39,1,4.256410256410256,5
3724,M,35-44,doctor/health care,77083,583,1,3.5283018867924527,5
3725,M,18-24,college/grad student,32608,26,2,3.6923076923076925,5
3726,M,25-34,technician/engineer,92882,340,1,3.4705882352941178,5
3727,M,35-44,executive/managerial,74401,460,1,3.2282608695652173,5
3728,M,18-24,college/grad student,07030,64,2,3.875,5
3729,M,18-24,college/grad student,20037,443,1,3.783295711060948,5
3730,M,25-34,academic/educator,48911,29,2,3.6206896551724137,4
3731,M,25-34,technician/engineer,67443,125,1,2.752,5
3732,M,25-34,technician/engineer,60153,208,1,3.3701923076923075,5
3733,M,18-24,college/grad student,02777,119,1,3.823529411764706,5
3734,M,18-24,college/grad student,77840,50,1,3.08,5
3735,M,25-34,other,10009,301,1,3.6411960132890364,5
3736,M,35-44,academic/educator,44242,125,1,3.568,5
3737,M,25-34,sales/marketing,37127,150,1,3.9,5
3738,M,45-49,executive/managerial,01904-1355,32,3,4.53125,5
3739,M,56+,lawyer,48070,22,2,3.5454545454545454,5
3740,M,18-24,customer service,55116,47,2,4.276595744680851,5
3741,M,25-34,other,96818,134,1,3.611940298507463,5
3742,M,25-34,other,90266,125,1,3.712,5
3743,F,35-44,executive/managerial,89128,32,2,3.5625,5
3744,M,25-34,other,60645,36,1,4.083333333333333,5
3745,F,25-34,homemaker,49442,202,1,3.297029702970297,5
3746,M,25-34,customer service,54703,348,1,3.793103448275862,5
3747,M,45-49,retired,89109,64,2,4.03125,5
3748,M,18-24,college/grad student,02026,32,1,3.71875,5
3749,F,25-34,other,60664,118,1,3.6864406779661016,5
3750,F,18-24,college/grad student,94116,39,1,3.4358974358974357,5
3751,F,35-44,programmer,55555,407,1,3.3931203931203933,5
3752,F,18-24,academic/educator,86314,185,1,3.372972972972973,5
3753,M,25-34,executive/managerial,42518,49,1,3.7755102040816326,5
3754,M,56+,executive/managerial,94612,304,1,3.6875,5
3755,F,50-55,sales/marketing,08810,72,2,4.472222222222222,5
3756,M,18-24,programmer,53188,414,1,3.8743961352657004,5
3757,M,25-34,executive/managerial,92612,201,1,4.263681592039801,5
3758,F,35-44,customer service,02021,50,1,3.14,5
3759,M,35-44,doctor/health care,54751,103,1,4.009708737864078,5
3760,M,50-55,other,55128,316,1,3.7753164556962027,5
3761,M,25-34,technician/engineer,27613,171,2,4.187134502923977,5
3762,M,50-55,doctor/health care,11746,413,1,2.542372881355932,5
3763,M,25-34,artist,98502,140,2,3.8857142857142857,5
3764,M,25-34,academic/educator,06111,27,1,3.925925925925926,5
3765,F,50-55,clerical/admin,34744,27,2,4.0,5
3766,F,18-24,academic/educator,45458,124,1,3.0483870967741935,5
3767,M,25-34,other,94305,41,1,3.1951219512195124,5
3768,M,25-34,college/grad student,86314,710,1,3.359154929577465,5
3769,M,25-34,scientist,02446,410,2,4.290243902439024,5
3770,F,35-44,clerical/admin,50322,266,1,4.003759398496241,5
3771,M,25-34,academic/educator,14982,469,1,2.6844349680170576,5
3772,M,35-44,technician/engineer,06074,48,1,3.8541666666666665,5
3773,M,35-44,doctor/health care,50265,361,1,3.4265927977839334,5
3774,M,25-34,other,52556,56,1,4.0,5
3775,M,35-44,programmer,14619,93,2,3.806451612903226,5
3776,F,25-34,college/grad student,50265,42,1,3.9047619047619047,5
3777,M,18-24,college/grad student,23112,116,1,3.6293103448275863,5
3778,M,25-34,other,61832,941,1,2.6886291179596173,5
3779,F,45-49,artist,98383,56,1,3.625,5
3780,M,Under 18,other,46979,300,1,4.24,5
3781,F,56+,lawyer,54401,62,3,4.483870967741935,5
3782,F,25-34,other,94602,65,1,4.061538461538461,5
3783,M,25-34,executive/managerial,97267,24,2,3.875,5
3784,F,25-34,academic/educator,98027,41,1,3.7804878048780486,5
3785,F,25-34,writer,93401,35,1,3.2,5
3786,F,25-34,other,94115,63,2,4.031746031746032,5
3787,F,25-34,other,94703,20,2,4.05,5
3788,F,18-24,other,94587,24,2,3.75,5
3789,F,25-34,other,94110,151,1,4.231788079470198,5
3790,F,25-34,technician/engineer,94618,125,1,4.264,5
3791,M,50-55,tradesman/craftsman,60516,126,1,3.388888888888889,5
3792,M,25-34,doctor/health care,68108,821,1,3.5761266747868454,5
3793,M,18-24,college/grad student,21093,133,1,2.789473684210526,5
3794,F,18-24,college/grad student,53211,44,1,3.0681818181818183,5
3795,F,18-24,college/grad student,91405,29,2,4.137931034482759,5
3796,M,45-49,sales/marketing,02021,202,2,4.014851485148514,5
3797,M,25-34,executive/managerial,02420,27,1,3.4814814814814814,5
3798,M,25-34,executive/managerial,48326,30,2,3.6333333333333333,5
3799,M,18-24,other,17844,128,1,3.9921875,5
3800,M,18-24,academic/educator,45458,71,1,3.492957746478873,5
3801,M,18-24,programmer,36115,140,2,3.8142857142857145,5
3802,M,18-24,other,94520,22,1,3.1818181818181817,5
3803,F,35-44,homemaker,19006,22,1,3.6363636363636362,5
3804,M,25-34,doctor/health care,06511,187,1,3.5614973262032086,5
3805,F,35-44,academic/educator,89031,37,1,3.7837837837837838,5
3806,M,18-24,college/grad student,55104,167,1,2.9580838323353293,5
3807,F,35-44,unemployed,32095,478,1,3.3410041841004183,5
3808,M,25-34,executive/managerial,60010,1158,1,2.9844559585492227,5
3809,M,35-44,doctor/health care,20650,47,2,4.404255319148936,5
3810,M,50-55,executive/managerial,20016,67,3,4.402985074626866,5
3811,M,25-34,scientist,98103,105,2,3.8,5
3812,M,35-44,technician/engineer,78749,114,2,3.526315789473684,5
3813,M,35-44,executive/managerial,80910,67,2,4.447761194029851,5
3814,M,25-34,scientist,98102,36,1,3.5,5
3815,M,25-34,technician/engineer,53406,120,2,4.333333333333333,5
3816,F,25-34,clerical/admin,90020,318,1,3.9371069182389937,5
3817,M,35-44,clerical/admin,20122,53,1,3.452830188679245,5
3818,M,45-49,technician/engineer,32837,47,2,4.1063829787234045,5
3819,M,25-34,programmer,36115,118,1,4.0423728813559325,5
3820,M,25-34,technician/engineer,90804,45,3,4.4222222222222225,5
3821,M,25-34,writer,44313,729,1,2.916323731138546,5
3822,M,45-49,writer,98027,184,1,3.4239130434782608,5
3823,M,56+,executive/managerial,93711,633,1,3.9510268562401265,5
3824,M,25-34,technician/engineer,32308,1018,1,3.004911591355599,5
3825,M,18-24,academic/educator,06279,491,1,2.9674134419551934,5
3826,M,25-34,academic/educator,48105,28,1,3.857142857142857,5
3827,M,50-55,artist,87020,186,1,3.747311827956989,5
3828,M,25-34,writer,92101,42,2,3.9285714285714284,5
3829,F,25-34,academic/educator,22307,822,1,3.008515815085158,5
3830,M,18-24,college/grad student,60630,136,1,4.051470588235294,5
3831,F,18-24,doctor/health care,84780,122,1,3.401639344262295,5
3832,F,25-34,executive/managerial,43214,108,1,4.111111111111111,5
3833,M,25-34,academic/educator,68516,312,1,3.6698717948717947,5
3834,M,18-24,artist,02322,562,1,4.254448398576512,5
3835,M,25-34,executive/managerial,40515,91,2,4.472527472527473,5
3836,F,50-55,farmer,84770,510,1,3.388235294117647,5
3837,M,25-34,technician/engineer,28804,196,1,3.770408163265306,5
3838,F,25-34,sales/marketing,10033,24,1,3.25,5
3839,M,50-55,sales/marketing,02651,88,1,3.340909090909091,5
3840,F,25-34,other,02176,68,1,4.088235294117647,5
3841,M,45-49,tradesman/craftsman,26101,1216,1,3.3445723684210527,5
3842,F,35-44,self-employed,92054,669,1,3.687593423019432,5
3843,F,Under 18,K-12 student,32043,66,1,2.6666666666666665,5
3844,M,18-24,college/grad student,73071,134,1,4.082089552238806,5
3845,M,25-34,programmer,94065,74,2,4.121621621621622,5
3846,M,35-44,other,33884,70,1,3.9571428571428573,5
3847,M,25-34,executive/managerial,12801,429,1,2.727272727272727,5
3848,M,25-34,scientist,70809-2612,78,1,4.153846153846154,5
3849,M,35-44,other,14086,67,2,3.1492537313432836,5
3850,M,18-24,clerical/admin,92278,384,2,3.8671875,5
3851,M,25-34,programmer,60657,86,1,3.116279069767442,5
3852,M,50-55,self-employed,60302,57,1,4.43859649122807,5
3853,M,25-34,sales/marketing,92614,314,1,4.248407643312102,5
3854,M,25-34,sales/marketing,30340,82,2,4.048780487804878,5
3855,M,25-34,technician/engineer,20886,101,1,3.712871287128713,5
3856,F,35-44,writer,93449,47,1,3.9361702127659575,5
3857,M,18-24,sales/marketing,08822,54,1,3.925925925925926,5
3858,F,45-49,homemaker,63119,162,1,4.277777777777778,5
3859,M,25-34,other,89145,309,1,3.414239482200647,5
3860,M,45-49,technician/engineer,44129,171,1,3.6491228070175437,5
3861,M,18-24,college/grad student,12604,41,3,3.975609756097561,5
3862,M,25-34,technician/engineer,10025,33,1,3.878787878787879,5
3863,M,25-34,other,94558,25,2,3.76,5
3864,M,50-55,writer,29630,202,1,4.51980198019802,5
3865,F,Under 18,K-12 student,95864,57,1,2.8421052631578947,5
3866,M,45-49,sales/marketing,63130,85,1,3.635294117647059,5
3867,M,35-44,clerical/admin,45215,42,1,4.0,5
3868,M,18-24,programmer,73112,275,1,3.4363636363636365,5
3869,M,18-24,technician/engineer,63544,50,1,2.96,5
3870,M,25-34,technician/engineer,95050,26,1,3.8461538461538463,5
3871,M,18-24,college/grad student,64468,114,1,3.2982456140350878,5
3872,M,25-34,academic/educator,14613,48,3,4.479166666666667,5
3873,F,45-49,artist,94558,77,1,3.7012987012987013,5
3874,M,25-34,executive/managerial,92103,115,1,3.9217391304347826,5
3875,M,25-34,other,66605,39,1,3.717948717948718,5
3876,M,25-34,other,11235,44,1,3.5681818181818183,5
3877,M,45-49,academic/educator,33705,22,1,4.409090909090909,5
3878,M,35-44,self-employed,22124,484,1,3.950413223140496,5
3879,M,25-34,clerical/admin,83687,46,2,3.3043478260869565,5
3880,M,25-34,executive/managerial,54942,57,1,3.473684210526316,5
3881,M,18-24,artist,44515,81,1,3.5925925925925926,5
3882,M,56+,sales/marketing,55337,203,1,3.7339901477832513,5
3883,M,50-55,self-employed,78411,20,1,3.25,5
3884,M,18-24,college/grad student,78759,651,1,2.7680491551459294,5
3885,M,25-34,programmer,92728,590,1,3.6932203389830507,5
3886,M,35-44,executive/managerial,95008,91,1,3.67032967032967,5
3887,M,18-24,college/grad student,80513,319,1,3.3448275862068964,5
3888,M,45-49,technician/engineer,02067,151,1,3.7086092715231787,5
3889,M,45-49,doctor/health care,66203,133,3,4.293233082706767,5
3890,M,18-24,college/grad student,33143,71,2,4.197183098591549,5
3891,F,56+,self-employed,90039,100,1,4.16,5
3892,M,25-34,writer,91505,477,1,3.3962264150943398,5
3893,M,25-34,doctor/health care,79401,50,1,2.58,5
3894,M,35-44,self-employed,02139,159,1,3.761006289308176,5
3895,F,35-44,other,20723,71,1,3.295774647887324,5
3896,M,35-44,other,60914,148,1,3.141891891891892,5
3897,M,56+,technician/engineer,92069,21,2,4.095238095238095,5
3898,M,45-49,lawyer,01772,101,2,3.742574257425743,5
3899,M,25-34,technician/engineer,02135,52,2,3.576923076923077,5
3900,F,25-34,sales/marketing,55343,409,1,3.5941320293398533,5
3901,M,18-24,sales/marketing,85282,75,2,3.546666666666667,5
3902,M,25-34,customer service,46239,165,1,4.890909090909091,5
3903,M,25-34,other,02542,168,1,3.3333333333333335,5
3904,M,Under 18,K-12 student,48445,103,1,3.912621359223301,5
3905,M,25-34,technician/engineer,361069,81,1,3.9135802469135803,5
3906,M,50-55,technician/engineer,54409,64,2,3.65625,5
3907,F,18-24,sales/marketing,22201,52,1,3.576923076923077,5
3908,M,25-34,other,10021,160,1,3.69375,5
3909,M,18-24,technician/engineer,19104,78,1,3.41025641025641,5
3910,M,25-34,writer,91505,261,1,3.5900383141762453,5
3911,M,18-24,other,92037,25,1,3.64,5
3912,M,25-34,college/grad student,19104,101,1,4.475247524752476,5
3913,M,18-24,technician/engineer,40207,167,1,3.658682634730539,5
3914,M,35-44,college/grad student,84123,113,2,3.6371681415929205,5
3915,F,35-44,clerical/admin,71111,23,1,3.652173913043478,5
3916,M,25-34,college/grad student,02134,530,1,3.890566037735849,5
3917,F,35-44,homemaker,60618,98,1,3.6530612244897958,5
3918,M,25-34,tradesman/craftsman,30189,26,1,3.3076923076923075,5
3919,M,45-49,other,73702,69,1,4.072463768115942,5
3920,M,35-44,technician/engineer,63126,60,2,4.133333333333334,5
3921,M,25-34,sales/marketing,95820,72,1,3.9305555555555554,5
3922,M,18-24,college/grad student,53211,178,1,2.7808988764044944,5
3923,M,35-44,artist,92115,103,1,3.7766990291262137,5
3924,M,50-55,programmer,90254,77,2,3.935064935064935,5
3925,M,25-34,programmer,77042,108,1,3.9722222222222223,5
3926,M,25-34,artist,94404,65,1,3.9076923076923076,5
3927,F,25-34,self-employed,67846,156,2,3.9423076923076925,5
3928,M,25-34,other,55812,28,1,3.1785714285714284,5
3929,M,25-34,customer service,80227,612,1,3.0277777777777777,5
3930,M,56+,clerical/admin,52240,194,3,4.262886597938144,5
3931,M,25-34,customer service,92117,233,1,3.5107296137339055,5
3932,M,25-34,executive/managerial,49221,32,1,3.9375,5
3933,F,35-44,doctor/health care,48073,24,2,3.875,5
3934,M,25-34,other,44512,703,1,2.607396870554765,5
3935,M,35-44,tradesman/craftsman,72118,168,1,3.4226190476190474,5
