,age,alone,class=First,class=Second,class=Third,embarked=C,embarked=Q,embarked=S,fare,is_male,parch,pclass,sibsp,survived,who=child,who=man,who=woman
770,24,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
771,48,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
772,57,1,0,1,0,0,0,1,10,0,0,2,0,0,0,0,1
773,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
774,54,0,0,1,0,0,0,1,23,0,3,2,1,1,0,0,1
775,18,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
776,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
777,5,1,0,0,1,0,0,1,12,0,0,3,0,1,1,0,0
778,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
779,43,0,1,0,0,0,0,1,211,0,1,1,0,1,0,0,1
780,13,1,0,0,1,1,0,0,7,0,0,3,0,1,1,0,0
781,17,0,1,0,0,0,0,1,57,0,0,1,1,1,0,0,1
782,29,1,1,0,0,0,0,1,30,1,0,1,0,0,0,1,0
783,33,0,0,0,1,0,0,1,23,1,2,3,1,0,0,1,0
784,25,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
785,25,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
786,18,1,0,0,1,0,0,1,7,0,0,3,0,1,0,0,1
787,8,0,0,0,1,0,1,0,29,1,1,3,4,0,1,0,0
788,1,0,0,0,1,0,0,1,20,1,2,3,1,1,1,0,0
789,46,1,1,0,0,1,0,0,79,1,0,1,0,0,0,1,0
790,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
791,16,1,0,1,0,0,0,1,26,1,0,2,0,0,0,1,0
792,32,0,0,0,1,0,0,1,69,0,2,3,8,0,0,0,1
793,33,1,1,0,0,1,0,0,30,1,0,1,0,0,0,1,0
794,25,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
795,39,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
796,49,1,1,0,0,0,0,1,25,0,0,1,0,1,0,0,1
797,31,1,0,0,1,0,0,1,8,0,0,3,0,1,0,0,1
798,30,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
799,30,0,0,0,1,0,0,1,24,0,1,3,1,0,0,0,1
800,34,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
801,31,0,0,1,0,0,0,1,26,0,1,2,1,1,0,0,1
802,11,0,1,0,0,0,0,1,120,1,2,1,1,1,1,0,0
803,0,0,0,0,1,1,0,0,8,1,1,3,0,1,1,0,0
804,27,1,0,0,1,0,0,1,6,1,0,3,0,1,0,1,0
805,31,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
806,39,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
807,18,1,0,0,1,0,0,1,7,0,0,3,0,0,0,0,1
808,39,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
809,33,0,1,0,0,0,0,1,53,0,0,1,1,1,0,0,1
810,26,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
811,39,1,0,0,1,0,0,1,24,1,0,3,0,0,0,1,0
812,35,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
813,6,0,0,0,1,0,0,1,31,0,2,3,4,0,1,0,0
814,30,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
815,33,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
816,23,1,0,0,1,0,0,1,7,0,0,3,0,0,0,0,1
817,31,0,0,1,0,1,0,0,37,1,1,2,1,0,0,1,0
818,43,1,0,0,1,0,0,1,6,1,0,3,0,0,0,1,0
819,10,0,0,0,1,0,0,1,27,1,2,3,3,0,1,0,0
820,52,0,1,0,0,0,0,1,93,0,1,1,1,1,0,0,1
821,27,1,0,0,1,0,0,1,8,1,0,3,0,1,0,1,0
822,38,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
823,27,0,0,0,1,0,0,1,12,0,1,3,0,1,0,0,1
824,2,0,0,0,1,0,0,1,39,1,1,3,4,0,1,0,0
825,33,1,0,0,1,0,1,0,6,1,0,3,0,0,0,1,0
826,33,1,0,0,1,0,0,1,56,1,0,3,0,0,0,1,0
827,1,0,0,1,0,1,0,0,37,1,2,2,0,1,1,0,0
828,33,1,0,0,1,0,1,0,7,1,0,3,0,1,0,1,0
829,62,1,1,0,0,0,0,1,80,0,0,1,0,1,0,0,1
830,15,0,0,0,1,1,0,0,14,0,0,3,1,1,1,0,0
831,0,0,0,1,0,0,0,1,18,1,1,2,1,1,1,0,0
832,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
833,23,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
834,18,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
835,39,0,1,0,0,1,0,0,83,0,1,1,1,1,0,0,1
836,21,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
837,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
838,32,1,0,0,1,0,0,1,56,1,0,3,0,1,0,1,0
839,33,1,1,0,0,1,0,0,29,1,0,1,0,1,0,1,0
840,20,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
841,16,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
842,30,1,1,0,0,1,0,0,31,0,0,1,0,1,0,0,1
843,34,1,0,0,1,1,0,0,6,1,0,3,0,0,0,1,0
844,17,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
845,42,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
846,33,0,0,0,1,0,0,1,69,1,2,3,8,0,0,1,0
847,35,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
848,28,0,0,1,0,0,0,1,33,1,1,2,0,0,0,1,0
849,32,0,1,0,0,1,0,0,89,0,0,1,1,1,0,0,1
850,4,0,0,0,1,0,0,1,31,1,2,3,4,0,1,0,0
851,74,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
852,9,0,0,0,1,1,0,0,15,0,1,3,1,0,1,0,0
853,16,0,1,0,0,0,0,1,39,0,1,1,0,1,0,0,1
854,44,0,0,1,0,0,0,1,26,0,0,2,1,0,0,0,1
855,18,0,0,0,1,0,0,1,9,0,1,3,0,1,0,0,1
856,45,0,1,0,0,0,0,1,164,0,1,1,1,1,0,0,1
857,51,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
858,24,0,0,0,1,1,0,0,19,0,3,3,0,1,0,0,1
859,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
860,41,0,0,0,1,0,0,1,14,1,0,3,2,0,0,1,0
861,21,0,0,1,0,0,0,1,11,1,0,2,1,0,0,1,0
862,48,1,1,0,0,0,0,1,25,0,0,1,0,1,0,0,1
863,32,0,0,0,1,0,0,1,69,0,2,3,8,0,0,0,1
864,24,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
865,42,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
866,27,0,0,1,0,1,0,0,13,0,0,2,1,1,0,0,1
867,31,1,1,0,0,0,0,1,50,1,0,1,0,0,0,1,0
868,33,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
869,4,0,0,0,1,0,0,1,11,1,1,3,1,1,1,0,0
870,26,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
871,47,0,1,0,0,0,0,1,52,0,1,1,1,1,0,0,1
872,33,1,1,0,0,0,0,1,5,1,0,1,0,0,0,1,0
873,47,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
874,28,0,0,1,0,1,0,0,24,0,0,2,1,1,0,0,1
875,15,1,0,0,1,1,0,0,7,0,0,3,0,1,1,0,0
876,20,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
877,19,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
878,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
879,56,0,1,0,0,1,0,0,83,0,1,1,0,1,0,0,1
880,25,0,0,1,0,0,0,1,26,0,1,2,0,1,0,0,1
881,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
882,22,1,0,0,1,0,0,1,10,0,0,3,0,0,0,0,1
883,28,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
884,25,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
885,39,0,0,0,1,0,1,0,29,0,5,3,0,0,0,0,1
886,27,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
887,19,1,1,0,0,0,0,1,30,0,0,1,0,1,0,0,1
888,32,0,0,0,1,0,0,1,23,0,2,3,1,0,0,0,1
889,26,1,1,0,0,1,0,0,30,1,0,1,0,1,0,1,0
890,32,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
